id,pali_1,source_1
49653,saddappaṭisaṃvedī,SN 35.70
49655,saddarāga,SN 35.70
49656,saddarāgappaṭisaṃvedī,SN 35.70
49708,saddhammamaññāya,SN 1.31
49695,saddhājāta,MN 70
49690,saddhādeyya,DN 2.14
49722,saddhāpabbajita,SN 12.22
49733,saddhāvimutta,MN 70
49763,sadhamma,Thai
53474,sanidassana,DS 1
54088,santappati 2.1,JA 351
54110,santaruttaraparamaṃ,VIN PAT NP 7
54062,santaṃ,MN 10.11
54246,santīraṇa,UDa 1.10
54146,santesu,SN 5.10
53962,sannipata,VIN PAT PK
53968,sannipātabahula,AN 7.23
54334,sapattavatā,MN 122
54294,sapadānacārika,NIDD1.3
54296,sapadānacārikaṅga,NIDD1.3
54309,saparidaṇḍā,AN 10.176
49380,sabbatthamaparājita,SNP 16
49295,sabbapāpa,DHP 183
49261,sabbampidaṃ,DHPa 2.1
49400,sabbe,DHP 130
49451,sabhāva 2,UDa 1.10
50916,samanantara 1,DSa
51118,samanupassamāna,SN 22.47
50632,samācare,KHP 9
50776,samādiyi,VIN 6.1.1.4.2
52579,samuddati,SNa 35.228
52568,samuddana,SNa 35.228
51559,sametta,Thai
52028,samosaṭa,SNa 35.228
52024,samosaranta,SNa 35.228
52118,sampakampi,SN 56.11
52225,sampaṭicchana 1,UDa 1.10
52279,sampayutta,DS 1
52124,sampalimaṭṭha,SN 35.235
52262,sampavedhi,SN 56.11
52263,sampavedhī,AN 7.67
52068,sampādi,DN 21.3
52063,sampādetuṃ,SN 12.22
51396,sambāhana,AN 7.50
51431,sambhañjana,NIDD1 1
51945,sammoditvā,Thai
54556,saraṇamāgamma,DHP 192
54676,sarīrabheda,TH 251
54671,sarīra 2,MN 10.8
49944,sahajāta,DSa
51714,saṃkī,NIDD1 2
52455,saṃsīda,SN 35.241
52744,saṃvacchara 1,Sri Lanka
53487,sāṇipasibbaka,VIN 1.1.1
53468,sāṇi 1,VIN 1.1.1
55152,sātthaka 1,MNa 1.1.10
49605,sādaraṃ,Thai
53466,sāni,DHP 240
54326,sāpateyya,MN 129
54340,sāpekkha,AN 7.23
50902,sāmaṇaka,VIN 5.12.2
51625,sāmīcipaṭipanna,SN 11.3
55433,sāyanhasamaya,AN 3.71
54490,sārada 2,DHP 149
54678,sārīradhātu,Sri Lanka
55390,sāvudha,Trad
55939,sikkhassu,AN 10.44
56186,siṅghāṭakena siṅghāṭakaṃ,AN 4.244
55795,siddhi 2,Sri Lanka
56204,siniddha 3,TH 257
56237,sirasā,Thai
56017,sīlapāramī,Sri Lanka
55984,sīlabyasana,VIBH 4.1.1
56008,sīlamaya,VIBH 6.1
56289,sīsacchejja,AN 4.244
57367,sukkapakkha 1,Sri Lanka
57097,sugatappavedita,Thai
56938,sucira,Thai
57132,sujā 1.1,SN 7.9
57570,suññaka,SN 35.238
57576,suññatāpaṭisaṃyutta,SN 20.7
56975,sudaṭṭha,Trad
56961,sudāruṇa,Trad
57527,sunikhāta,AN 7.67
57633,supaṭipanna,SN 22.57
57634,supaṭippassaddha,MN 36
57639,supatiṭṭhita 1,KHP 7
57592,supabhāta,AN 3.156
57739,supūjita,SN 7.15
56815,subhaddaka,SN 35.88
57411,sulabhati,Trad
57947,susuddha,Thai
57946,susu 2,SN 35.247
57129,suhuju,KHP 9
56949,sūcivāṇijaka,SN 16.10
55490,seka,Trad
55556,senāsanagilānappaccaya,SN 12.22
56508,sokanāsana,SN 6.2
56521,sokasalla,VIBH 4.1.1
56582,soṇa 3,AN 2.9
56741,sotta,SN 35.235
56664,sosānikaṅga,MIL 5.4.2
56767,sovaggika,AN 4.61
64934,vaṅka 1,AN 3.36
64220,vacanīyamevāyasmā,VIN PAT SA 12
64314,vacīsañcetanā,VIBH 6.1
64589,vajjavant,SN 22.80
64591,vajjetabba,VIN PAT PK
64876,vañcanika,TH 257
65606,vaṭṭupaccheda,VIN 1.2.1
64382,vaḍḍhaka,MJG
64410,vaḍḍhi 3,AN 6.45
65489,vattanta,MN 70
65517,vatteti 2,TH 257
65576,vatthuttaya,Thai
65556,vatthu 8,NIDD1 2
64352,vadaññutā,AN 10.76
64437,vadeyya,MN 148
64448,vadhati,SN 35.238
64898,vandayata,Thai
65111,varataraṃ,DHPa 1.5.11
65198,vasana 2.1,SNPa
65287,vasitvā,Sri Lanka
65231,vasena 1,PAT PK
65358,vassūpagata,VIN 4.3.113
65621,vavatthāpenta,SNa 35.70
64504,vaha 2,KHP 7
64192,vācana,Trad
64188,vācākamma,AN 3.156
65241,vāseṭṭha 2,AN 8.44
67038,vikkhittacitta,AN 10.76
66526,vigatamiddha,KHP 9
66326,vicikicchita,SNP 13
67577,viññāṇakkhandha,DN 33.8
67634,viññāpanī,DHP 408
68591,vitakkavaḍḍhana,NIDD2 2.8
66399,videssanā,VIN 1.2.6
66425,vidhāvita,TH 257
66434,vidhinā,Trad
66431,vidhi 1,Thai
67519,vinimocayanta,Thai
67554,vinivijjhana,NIDD1 1
67469,vineyya 3,Thai
67761,vipariṇamanta,NIDD1 2
67725,vipākī,TH 195
67909,vippayutta 1,DSa
67874,vippariṇāmadhamma,TH 251
67863,vippalapa,DN 23.5
67864,vippalāpa,VIBH 4.1.1
66204,vibhāvayitvā,NIDD2 2.8
66228,vibhūta 2,NIDD2 2.8
68941,viyākaṃsu,SNP 63
71134,viraha 4,UDa 1.10
73794,virāganirodha,DN 22.17
67987,virāgūpasama,AN 5.32
68066,viriya,Thai
68078,viriyapāramī,Sri Lanka
68091,viriyavant,Trad
68145,virūparūpena,TH 251
67168,vilokana,Sri Lanka
67174,viloketvā,Sri Lanka
68266,visaññoga,VIN 1.2.1
68385,visiṭṭha,NIDD1 2
68537,visūka 2,MN 2.2
68343,visesādhigama,AN 7.24
68471,vissara,VIN 4.1.49
68810,vivajjati,Trad
68932,vividha 2,SN 3.11
66602,vihanti,TH 251
68644,vītasoka,UD 78
67232,vīmaṃsī,SNP 49
68299,vīsativassa 1,VIN PAT PC 65
69168,vuttaṃ hoti,SNPa 1.4
69139,vūpasammati 2,MN 65
66079,veṭhita 2,VIN PAT SK 66
65753,vedanākkhandha,DN 33.8
66014,verika 1,Trad
66016,verinesu,DHP 197
66025,vesākha,Sri Lanka
68973,vocarita,MN 70
69079,voṭṭhabbana,UDa 1.10
68995,vodiṭṭha,MN 70
69046,voropetukāma,SN 22.85
24394,hirikopīnapaṭicchādanatthaṃ,MN 2.4
24324,hiṃsā,DHP 390
24375,hīnohamasmī,SN 22.49
24479,hurā huraṃ 1,DHP 334
24279,hetuka,DS 1
71016,homa 2.2,DN 16.39
